id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
441	energy application	-0.3135	0.2107	3	38	38	1	2015
442	energy conversion	-0.3573	0.0484	25	44	44	1	2021
443	energy density	-0.3833	-0.0612	2	57	57	1	2023
444	energy device	-0.4054	-0.3791	17	85	88	2	2018.5
445	energy state	-1.0744	0.2494	20	39	39	1	2022
446	enhanced dye loading capability	2.6996	-0.481	11	52	52	1	2018
447	enhanced photoconversion efficiency	0.6111	0.2482	26	51	51	1	2022
448	enhanced population	2.6993	-0.4821	11	52	52	1	2018
449	enhancement	0.2119	0.4478	6	134	148	3	2017
450	enormous consideration	-0.0971	-0.992	8	45	45	1	2020
451	enormous energy	-0.3969	-0.5996	17	51	51	1	2020
452	environmental friendliness	-0.5204	-0.5559	1	37	37	1	2022
453	ethyl	-0.438	-0.0367	2	116	158	4	2019.5
454	ethylene carbonate	-0.121	0.1265	18	44	44	1	2016
455	evaporation	-0.1503	0.2201	4	38	38	1	2017
456	excellent efficiency	0.101	0.011	24	64	66	2	2014
457	excellent mobility	-1.4935	-0.0754	14	51	51	1	2022
458	experimental condition	0.0034	0.8176	9	27	27	1	2014
459	exponential depletion	-0.0976	-0.9906	8	45	45	1	2020
460	extensive application	-0.1449	-0.7996	8	36	36	1	2023
461	external catalyzed reaction	0.131	0.6463	9	39	39	1	2014
462	extreme aging condition	0.3261	-0.1213	24	46	46	1	2013
463	f g	-0.5149	-0.1313	2	34	34	1	2022
464	f gram	-0.5587	0.1294	2	35	35	1	2023
465	fabricated cell	-0.6058	-0.3456	1	62	62	1	2015
466	fabricated device	0.3157	0.5092	12	102	109	2	2021.5
467	fabricated dye sensitized solar cell	-0.7967	0.234	3	27	27	1	2018
468	fabrication	-0.1782	-0.1652	5	342	425	9	2019.1111
469	facile esterification process	0.1475	-0.2938	5	53	53	1	2021
470	facile preparation	0.0992	-0.4048	7	72	72	1	2014
471	facility	2.7006	-0.4823	11	52	52	1	2018
472	factor	-0.0307	0.0015	5	120	135	3	2018
473	fast charge recombination kinetic	2.7013	-0.481	11	52	52	1	2018
474	faster crystallization rate	0.1312	0.6461	9	39	39	1	2014
475	favorable condition	-0.3771	0.1238	3	33	33	1	2013
476	favourable condition	-0.3139	0.2105	3	38	38	1	2015
477	feature	0.0863	-0.211	22	61	61	1	2024
478	fesem	0.0883	-0.2096	22	61	61	1	2024
479	field emission scanning electron microscopy	0.0278	0.0023	22	92	96	2	2022
480	figure	0.1491	-0.2941	5	53	53	1	2021
481	fill factor	-0.523	-0.1333	14	246	282	6	2020.1667
482	filler	-0.2267	-0.2435	21	99	102	2	2019.5
483	film	-0.3681	-0.3621	15	154	181	5	2018.2
484	fine channel	0.0861	-0.2098	22	61	61	1	2024
485	firm	-0.4148	1.3578	16	44	44	1	2014
486	firming	-0.4152	1.358	16	44	44	1	2014
487	first time	0.4564	-0.6917	19	43	43	1	2016
488	flexible substrates compatibility	-0.3976	-0.599	17	51	51	1	2020
489	flour water model system	-0.4139	1.3589	16	44	44	1	2014
490	fluorescence spectroscopy	-0.1451	-0.8001	8	36	36	1	2023
491	fluorine doped tin oxide titanium dioxide	-0.5255	0.2412	3	46	46	1	2016
492	folds enhancement	-0.3773	0.1237	3	33	33	1	2013
493	force	0.5897	0.7117	12	74	74	1	2023
494	form	0.2888	0.7691	9	101	101	2	2018.5
495	formation	-0.3925	0.0635	3	185	250	6	2014.8333
496	fossil fuel	-0.0646	-0.1511	21	56	56	1	2015
497	fossil fuel consumption	-1.4932	-0.0741	14	51	51	1	2022
498	fossil fuel source	-0.0984	-0.9918	8	45	45	1	2020
499	fourier	-0.2446	-0.1715	1	448	606	13	2018.4615
500	frequency range	-0.5154	-0.3085	15	41	41	1	2016
501	fresh crumb	-0.4137	1.3586	16	44	44	1	2014
502	friendly alternative	-0.3791	0.6397	28	21	21	1	2015
503	fruit	-1.0746	0.2482	20	39	39	1	2022
504	ft ir	-0.4443	-0.2532	15	75	80	2	2023
505	ftir	0.2975	0.1787	7	303	351	6	2017.5
506	ftir spectroscopy	-0.1203	0.1261	18	44	44	1	2016
507	ftir study	-0.6063	-0.3477	1	62	62	1	2015
508	ftir technique	-0.396	-0.3383	15	46	46	1	2024
509	fto tio2 dye cmkc cmce lii	-0.5157	-0.3081	15	41	41	1	2016
510	fto tio2 dye cmkc cmce nh4i	-0.6078	-0.3461	1	62	62	1	2015
511	functional group	-1.075	0.2483	20	39	39	1	2022
512	further characterization	-0.15	0.2202	4	38	38	1	2017
513	further suppress polymer crystallinity	0.1495	-0.2931	5	53	53	1	2021
514	future research area	-0.0976	-0.9922	8	45	45	1	2020
515	g mol	0.1307	0.6457	9	39	39	1	2014
516	galvanostatic charge discharge	-0.3841	-0.0614	2	57	57	1	2023
517	gdc	-0.3836	-0.0598	2	57	57	1	2023
518	gel	0.1477	-0.2928	5	53	53	1	2021
519	gel electrolyte	0.178	0.2218	4	255	304	6	2020.5
520	gel electrolyte pani go	0.0855	-0.2103	22	61	61	1	2024
521	gel electrolyte system	-0.2012	0.1043	3	96	120	3	2015
522	gel matrix	-0.3391	0.1752	3	57	71	2	2014
523	gel permeation chromatography	0.1022	-0.4047	7	72	72	1	2014
524	gel polymer electrolyte	0.1249	-0.0077	24	87	90	2	2014.5
525	gelatin	0.3566	0.4241	13	69	69	1	2021
526	gelrite phytagel biopolymer matrix	-0.3135	0.2101	3	38	38	1	2015
527	glass	0.4554	-0.6909	19	43	43	1	2016
528	glucosyl carboxonium ion	-0.7968	0.2342	3	27	27	1	2018
529	gluten free bread	-0.4149	1.3589	16	44	44	1	2014
530	gluten free bread loafe	-0.4144	1.3583	16	44	44	1	2014
531	gluten free rice	-0.4145	1.3593	16	44	44	1	2014
532	glycerol	0.0577	-0.026	27	49	49	1	2017
533	good antimicrobial activity	0.1023	-0.4068	7	72	72	1	2014
534	good electrochemical property	0.8531	0.0908	10	57	57	1	2021
535	good energy conversion efficiency	-0.0641	-0.1503	21	56	56	1	2015
536	good incorporation	-0.2256	-0.1746	2	32	32	1	2010
537	good mechanical flexibility	0.4565	-0.6906	19	43	43	1	2016
538	good power conversion efficiency	0.8515	0.0899	10	57	57	1	2021
539	good prospect	-0.0445	-0.374	5	42	42	1	2021
540	good response	-0.5695	-0.3935	1	41	41	1	2022
541	good short circuit current density	-0.0947	-0.7437	23	40	40	1	2022
542	good thermal stability	-0.559	0.1304	2	35	35	1	2023
543	good tri iodide diffusion	0.0474	0.5142	4	36	36	1	2022
544	gpc	0.099	-0.4053	7	72	72	1	2014
545	grape fruit	-1.0742	0.2481	20	39	39	1	2022
546	graphene	-0.2451	-0.3988	17	150	158	3	2022.6667
547	graphic	0.1481	-0.2928	5	53	53	1	2021
548	great outlook	-0.0951	-0.7436	23	40	40	1	2022
549	great potential	-0.1815	0.1722	4	20	20	1	2015
550	greater stability	-0.0944	-0.7442	23	40	40	1	2022
551	guar bean	-0.0403	0.2449	4	35	35	1	2020
552	guar gum	-0.0406	0.2441	4	35	35	1	2020
553	guar gum biopolymer	-0.0407	0.2445	4	35	35	1	2020
554	guar gum polymer gel	-0.0404	0.2446	4	35	35	1	2020
555	guarantee consistent energy conversion	0.0877	-0.209	22	61	61	1	2024
556	gum acacia biopolymer	-1.0746	0.2492	20	39	39	1	2022
557	h benzodimidazol	0.5892	0.7123	12	74	74	1	2023
558	h benzodimidazole	0.5925	0.7131	12	74	74	1	2023
559	h benzodimidazole ligand	0.5888	0.7141	12	74	74	1	2023
560	halloysite filler	-0.0651	-0.1509	21	56	56	1	2015
561	harmful environmental impact	-0.0979	-0.9907	8	45	45	1	2020
562	heating	-0.4148	1.358	16	44	44	1	2014
563	hec	0.5314	-0.0842	10	107	110	2	2021
564	hec gel electrolyte	0.853	0.0919	10	57	57	1	2021
565	heteroatom	0.8519	0.0898	10	57	57	1	2021
566	high charge transfer resistance	-0.065	-0.1501	21	56	56	1	2015
567	high chemical capacitance	0.6094	0.2477	26	51	51	1	2022
568	high conductivity	0.3389	0.07	7	174	192	3	2019
569	high degree	-0.0646	-0.1498	21	56	56	1	2015
570	high efficiency	-0.1444	-0.7999	8	36	36	1	2023
571	high ionic conductivity	-0.2257	0.3435	4	68	71	2	2022.5
572	high mechanical strength nanocomposite ionogel	0.1032	-0.4058	7	72	72	1	2014
573	high molar mass	0.1312	0.6462	9	39	39	1	2014
574	high open circuit voltage	-0.0949	-0.7439	23	40	40	1	2022
575	high polydispersity index	0.0476	0.5148	4	36	36	1	2022
576	high pressure	0.0032	0.8173	9	27	27	1	2014
577	high resolution field emission scanning electron microscopy	-0.1448	-0.7998	8	36	36	1	2023
578	high specific capacitance	-0.5591	0.1295	2	35	35	1	2023
579	high specific capacitance value	-0.5153	-0.131	2	34	34	1	2022
580	high stability	0.354	0.4235	13	69	69	1	2021
581	high thermal stability	2.7014	-0.4819	11	52	52	1	2018
582	higher charge relaxation time	0.7691	0.6973	6	83	83	1	2022
583	higher chemical capacitance	0.5713	0.5655	6	147	152	2	2021.5
584	higher efficiency	0.7731	0.6938	6	83	83	1	2022
585	higher mobility	-0.1501	0.2199	4	38	38	1	2017
586	higher power conversion efficiency	0.3531	0.4248	13	69	69	1	2021
587	higher redox potential	0.7705	0.6957	6	83	83	1	2022
588	higher t2 relaxation time	-0.4147	1.3585	16	44	44	1	2014
589	higher temperature	0.1303	0.6469	9	39	39	1	2014
590	highest conducting electrolyte	-0.5208	-0.5555	1	37	37	1	2022
591	highest conductivity	-0.312	-0.0856	18	81	85	2	2016
592	highest conversion efficiency	-0.5153	-0.3081	15	41	41	1	2016
593	highest efficiency	-0.3687	-0.3904	1	64	66	2	2020.5
594	highest ionic conductivity	-0.3628	-0.4355	1	105	120	3	2021.6667
595	highest relative number	-0.5205	-0.5554	1	37	37	1	2022
596	highest room temperature ionic conductivity	-0.2703	-0.3697	5	121	129	3	2018.3333
597	highest value	-0.0449	-0.375	5	42	42	1	2021
598	homogeneous gel	0.1483	-0.2934	5	53	53	1	2021
599	host	-0.3828	-0.0597	2	57	57	1	2023
600	host matrix	0.7699	0.6985	6	83	83	1	2022
601	host polymer	-0.5701	-0.3925	1	41	41	1	2022
602	huge energy demand	-0.0982	-0.9909	8	45	45	1	2020
603	hybrid biopolymer electrolyte	-0.5696	-0.3932	1	41	41	1	2022
604	hybrid biopolymer system	-0.569	-0.3928	1	41	41	1	2022
605	hybrid carboxymethyl kappa carrageenan carboxymethyl cellulose	-0.5212	-0.5559	1	37	37	1	2022
606	hybrid filler	-0.3955	-0.338	15	46	46	1	2024
607	hydrophilicity	-0.0446	-0.3744	5	42	42	1	2021
608	hydrophobic starch derivative	-0.0444	-0.3743	5	42	42	1	2021
609	hydroxyethyl cellulose	0.5314	-0.0841	10	107	110	2	2021
610	hydroxyl group	0.047	0.5143	4	36	36	1	2022
611	i anion	-0.3561	0.0485	25	44	44	1	2021
612	i i3incorporated electrolyte	0.3535	0.4262	13	69	69	1	2021
613	i2 pt	-0.6063	-0.3455	1	62	62	1	2015
614	i3 ion	0.6109	0.2479	26	51	51	1	2022
615	iii	-0.0653	-0.1519	21	56	56	1	2015
616	il doped biopolymer electrolyte film	-0.5593	0.1301	2	35	35	1	2023
617	il gel electrolyte	-0.4186	-0.0506	18	37	37	1	2017
618	il mixed biopolymer electrolyte	-0.5586	0.1303	2	35	35	1	2023
619	ilbpe	-0.3838	-0.0616	2	57	57	1	2023
620	impact	0.4478	-0.12	10	99	99	2	2021
621	impedance	-0.7965	0.2339	3	27	27	1	2018
622	impedance spectroscopy	-0.4989	-0.0295	3	118	148	4	2017
623	impedance study	-0.7878	-0.1152	1	130	142	3	2019.6667
624	improved adhesiveness	0.1484	-0.2944	5	53	53	1	2021
625	improved photoconversion efficiency	0.8514	0.092	10	57	57	1	2021
626	inclusion	-0.3946	-0.3386	15	46	46	1	2024
627	incorporated glucosyl carboxonium ion	-0.797	0.234	3	27	27	1	2018
628	incorporation	-0.0553	-0.2624	21	94	98	2	2018
629	increase	-0.439	-0.2847	1	156	193	4	2017.5
630	increased concentration	-0.7971	0.2336	3	27	27	1	2018
631	increment	-0.6065	-0.3465	1	62	62	1	2015
632	indigenous liquid electrolyte	0.326	-0.1207	24	46	46	1	2013
633	indium tin oxide	-0.1514	-0.3867	5	25	25	1	2019
634	industrial application	0.1493	-0.2937	5	53	53	1	2021
635	influence	0.1971	-0.0623	19	135	138	3	2015
636	infrared spectroscopy	-0.3393	0.1752	3	57	71	2	2014
637	infusion	0.1483	-0.2924	5	53	53	1	2021
638	initial conversion efficiency	-0.0947	-0.7446	23	40	40	1	2022
639	innovative biopolymer composite electrolyte	0.3262	-0.1205	24	46	46	1	2013
640	inorganic	-0.0979	-0.9913	8	45	45	1	2020
641	inorganic additive	0.6097	0.2476	26	51	51	1	2022
642	insight	2.6999	-0.4826	11	52	52	1	2018
643	integration	0.3543	0.4261	13	69	69	1	2021
644	intensive correlation	0.7738	0.6946	6	83	83	1	2022
645	interact	0.0466	0.5145	4	36	36	1	2022
646	interaction	-0.1323	-0.0857	13	170	188	4	2016.25
647	interaction behavior	-0.12	0.1271	18	44	44	1	2016
648	interesting choice	0.4567	-0.6911	19	43	43	1	2016
649	interface engineering	2.7013	-0.4816	11	52	52	1	2018
650	interfacial resistance	0.1483	-0.294	5	53	53	1	2021
651	interpretation	-0.4147	1.359	16	44	44	1	2014
652	intriguing approach	-0.3788	0.6399	28	21	21	1	2015
653	intriguing photovoltaic chemometric approach	0.3255	-0.12	24	46	46	1	2013
654	intrinsic adhesive property	0.1488	-0.2944	5	53	53	1	2021
655	inventive organic additive	0.8514	0.0924	10	57	57	1	2021
656	inverted opv cell	0.4559	-0.6905	19	43	43	1	2016
657	inverted organic solar cell	0.4557	-0.692	19	43	43	1	2016
658	iodide ion	-0.0023	0.2128	4	90	92	2	2018.5
659	iodide polymer electrolyte matrix	-0.2253	-0.1743	2	32	32	1	2010
660	iodide salt	-0.569	-0.393	1	41	41	1	2022
661	iodine	-0.2007	0.119	18	124	139	3	2016.3333
662	iodine doped cellulose acetate propionate	-0.3968	-0.6009	17	51	51	1	2020
663	iodine gel electrolytes	0.3551	0.4252	13	69	69	1	2021
664	iodine triiodide	0.6099	0.249	26	51	51	1	2022
665	ion	0.8529	0.0911	10	57	57	1	2021
666	ion density	-0.7968	0.2337	3	27	27	1	2018
667	ion transport	-0.5258	0.2414	3	46	46	1	2016
668	ionic conductivity	-0.2161	0.142	3	535	766	17	2017.3529
669	ionic conductivity enhancement	-0.3391	0.1753	3	57	71	2	2014
670	ionic conductivity value	-0.3824	-0.061	2	57	57	1	2023
671	ionic liquid	-0.2036	-0.1187	2	242	303	7	2018.2857
672	ionic liquid aid	0.1477	-0.2941	5	53	53	1	2021
673	ionic liquid doped biopolymer electrolyte	-0.3842	-0.061	2	57	57	1	2023
674	ionic liquid incorporated biopolymer electrolyte film	-0.5585	0.1295	2	35	35	1	2023
675	ionic liquid redox electrolyte	-0.1815	0.1725	4	20	20	1	2015
676	ionic liquidbiopolymer electrolyte	-0.5155	-0.1308	2	34	34	1	2022
677	ionic transfer	0.0856	-0.2098	22	61	61	1	2024
678	ionic transference number measurement	-0.608	-0.3464	1	62	62	1	2015
679	ionic transport parameter	-0.5262	0.2418	3	46	46	1	2016
680	ionogel	0.1031	-0.4049	7	72	72	1	2014
681	iron	-0.0647	-0.1505	21	56	56	1	2015
682	irradiation intensity	0.325	-0.1213	24	46	46	1	2013
683	ito	-0.1515	-0.3868	5	25	25	1	2019
684	j v analysis	-0.3829	-0.0616	2	57	57	1	2023
685	jsc	-0.023	-0.0098	18	332	412	9	2018.7778
686	jv characteristic	-0.5592	0.1295	2	35	35	1	2023
687	kappa carrageenan	-0.6077	-0.3467	1	62	62	1	2015
688	key technical challenge	-0.0979	-0.9922	8	45	45	1	2020
689	ki concentration	-0.5268	0.2415	3	46	46	1	2016
690	ki incorporated glucosyl carboxonium ion	-0.7972	0.2337	3	27	27	1	2018
691	ki incorporated glucosyl carboxonium ion crust	-0.7971	0.234	3	27	27	1	2018
692	ki solution	0.0856	-0.2108	22	61	61	1	2024
693	kinetic	0.13	0.6461	9	39	39	1	2014
694	kinetic rate constant	0.131	0.6467	9	39	39	1	2014
695	l lactide	0.0036	0.8177	9	27	27	1	2014
696	lab scale	0.3247	-0.1209	24	46	46	1	2013
697	laboratory	-0.4193	-0.0509	18	37	37	1	2017
698	larger charge	0.3536	0.4238	13	69	69	1	2021
699	laser	-0.3965	-0.6007	17	51	51	1	2020
700	latest work	-0.4192	-0.0512	18	37	37	1	2017
701	lbg	0.6104	0.249	26	51	51	1	2022
702	lbg biopolymer gel matrix	0.6106	0.2477	26	51	51	1	2022
703	leakage	-0.1023	0.0153	21	90	94	2	2016
704	lge1	0.6098	0.2495	26	51	51	1	2022
705	lge2	0.6101	0.2485	26	51	51	1	2022
706	lhe	2.7009	-0.482	11	52	52	1	2018
707	lifetime increase	-1.494	-0.0753	14	51	51	1	2022
708	ligand	0.772	0.6934	6	83	83	1	2022
709	light	2.7017	-0.4818	11	52	52	1	2018
710	light absorption	-1.0746	0.2486	20	39	39	1	2022
711	light absorption property	2.701	-0.4808	11	52	52	1	2018
712	light condition	0.6104	0.2495	26	51	51	1	2022
713	light energy	-0.0976	-0.9915	8	45	45	1	2020
714	light harvesting efficiency	2.7002	-0.4822	11	52	52	1	2018
715	light illumination	0.8518	0.0912	10	57	57	1	2021
716	light intensity	-0.8083	-0.3102	1	187	232	5	2019.4
717	light weight	0.4564	-0.691	19	43	43	1	2016
718	lii	-0.0449	-0.3737	5	42	42	1	2021
719	lii i2	-0.0406	0.2448	4	35	35	1	2020
720	limited temperature	0.0037	0.8173	9	27	27	1	2014
721	limonene	0.5901	0.7134	12	74	74	1	2023
722	linear sweep voltammetry	-0.5521	-0.359	1	116	133	3	2019.6667
723	lipid proton	-0.4149	1.3592	16	44	44	1	2014
724	liquid dye sensitized solar cell	-0.1505	0.2203	4	38	38	1	2017
725	liquid electrolyte	0.0104	0.4025	4	68	71	2	2021
726	liquid electrolyte show	-0.0409	0.2447	4	35	35	1	2020
727	liquid state electrolyte	-0.0976	-0.9919	8	45	45	1	2020
728	lithium iodide	-0.2781	-0.294	1	146	173	4	2019
729	lithium iodide concentration	-0.5153	-0.3078	15	41	41	1	2016
730	locust bean	0.7726	0.6985	6	83	83	1	2022
731	locust bean gum	0.7008	0.4977	6	126	134	2	2022
732	long term stability	0.0476	0.5146	4	36	36	1	2022
733	lot	-0.5203	-0.5557	1	37	37	1	2022
734	low cost fabrication	0.5563	0.0446	10	102	106	2	2019
735	low efficiency	-0.0664	-0.1507	21	56	56	1	2015
736	low frequency electrochemical impedance spectroscopy	-0.5588	0.1298	2	35	35	1	2023
737	low growth rate	0.0036	0.8172	9	27	27	1	2014
738	low irradiation condition	-1.4936	-0.0737	14	51	51	1	2022
739	low manufacturing cost	-0.3984	-0.6001	17	51	51	1	2020
740	low photo conversion efficiency	0.3564	0.4237	13	69	69	1	2021
741	low production cost	-0.1195	-0.902	8	76	81	2	2021.5
742	low roughness	0.4554	-0.6914	19	43	43	1	2016
743	low viscosity ionic liquid	-0.401	-0.0557	2	88	94	2	2020
744	low volatilization	-0.0969	-0.9912	8	45	45	1	2020
745	lower charge transfer resistance	0.4738	0.3426	13	109	120	2	2021.5
746	lower cost	-1.4935	-0.0748	14	51	51	1	2022
747	lower viscosity	-0.1503	0.2205	4	38	38	1	2017
748	lowest salt concentration electrolyte film	-0.5207	-0.5553	1	37	37	1	2022
749	lsv	-0.515	-0.1308	2	34	34	1	2022
750	ma cm	-0.1197	0.1266	18	44	44	1	2016
751	ma cm2	-0.1835	-0.1794	23	183	210	5	2019.2
752	main type	0.4552	-0.6914	19	43	43	1	2016
753	majority	-0.0975	-0.9911	8	45	45	1	2020
754	material property	-0.6067	-0.3458	1	62	62	1	2015
755	matrix	-0.526	0.2422	3	46	46	1	2016
756	maximum	-0.6858	0.2361	3	66	73	2	2017
757	maximum conductivity	-0.3141	0.2107	3	38	38	1	2015
758	maximum conductivity value	-0.5153	-0.1308	2	34	34	1	2022
759	maximum electrical conductivity film	-0.3769	0.1237	3	33	33	1	2013
760	maximum il doped mc	-0.5151	-0.1315	2	34	34	1	2022
761	maximum ionic conductivity	-0.5151	-0.1311	2	34	34	1	2022
762	maximum ionic conductivity electrolyte	-0.3755	0.1946	3	27	27	1	2014
763	maximum pce	0.7703	0.6939	6	83	83	1	2022
764	maximum power conversion efficiency	-0.0409	0.2449	4	35	35	1	2020
765	mc polymer	-0.5156	-0.1311	2	34	34	1	2022
766	mean	0.3262	-0.121	24	46	46	1	2013
767	meaningful transfer	2.7016	-0.4821	11	52	52	1	2018
768	mechanism	-0.4524	0.9601	16	89	90	2	2015
769	medium	0.5892	0.7136	12	74	74	1	2023
770	membrane	-0.27	-0.5644	23	79	81	2	2019
771	memory effect	0.1311	0.6465	9	39	39	1	2014
772	methyl	0.5905	0.444	10	217	249	4	2021.5
773	methyl cellulose	-0.5149	-0.131	2	34	34	1	2022
774	methyl group	0.7721	0.6949	6	83	83	1	2022
775	methyl imidazolium thiocyanate incorporated biopolymer system	-0.5585	0.1302	2	35	35	1	2023
776	methyl sulfanylmethylene	-0.5692	-0.3926	1	41	41	1	2022
777	methylimidazolium chloride	0.1027	-0.406	7	72	72	1	2014
778	methylimidazolium iodide	0.0099	-0.3363	5	73	78	2	2020
779	methylimidazolium thiocyanate	-0.3153	-0.1096	2	76	89	2	2016.5
780	methylimidazolium tricyanomethanide	-0.5156	-0.1313	2	34	34	1	2022
781	mhz	-0.5158	-0.3086	15	41	41	1	2016
782	microwave technique	-0.3983	-0.5995	17	51	51	1	2020
783	milestone	-0.379	0.6399	28	21	21	1	2015
784	mixture	0.3256	-0.1213	24	46	46	1	2013
785	mn3o4	0.6107	0.2486	26	51	51	1	2022
786	mn3o4cus	0.6104	0.2474	26	51	51	1	2022
787	mn3o4cus additive	0.6101	0.2475	26	51	51	1	2022
788	mn3o4cus nanocomposite	0.6092	0.2484	26	51	51	1	2022
789	mobility	-0.4843	0.0101	3	150	170	4	2016.25
790	modified titanium dioxide photoanode	0.0873	-0.2088	22	61	61	1	2024
791	modulus study	-0.7966	0.2338	3	27	27	1	2018
792	molar mass	0.1306	0.6462	9	39	39	1	2014
793	molar mass mn	0.1302	0.646	9	39	39	1	2014
794	molar ratio	0.1304	0.6458	9	39	39	1	2014
795	molecular change	-0.4151	1.359	16	44	44	1	2014
796	molecular mobility	-0.4137	1.3582	16	44	44	1	2014
797	molecular orbital energy level	0.5907	0.7149	12	74	74	1	2023
798	molecularly functionalized caf1 biopolymer	2.7012	-0.4828	11	52	52	1	2018
799	morphology	0.0104	-0.0768	23	199	218	5	2019
800	mpa	0.0035	0.8173	9	27	27	1	2014
801	mpa crystallize	0.0033	0.8173	9	27	27	1	2014
802	mpimb	0.5892	0.7144	12	74	74	1	2023
803	mpp	0.7734	0.6942	6	83	83	1	2022
804	mtdsc	0.1305	0.6466	9	39	39	1	2014
805	mw cm	-0.521	-0.3222	1	120	136	3	2018
806	mw cm2	0.3299	0.2674	10	204	217	4	2021.75
807	mwcm	-0.5151	-0.3078	15	41	41	1	2016
808	n phenylaniline	0.8533	0.0912	10	57	57	1	2021
809	n phthaloylchitosan	-0.1204	0.1258	18	44	44	1	2016
810	n3 dye	-0.5258	0.2418	3	46	46	1	2016
811	na transference number determination	-0.3567	0.0478	25	44	44	1	2021
812	nai	-0.3571	0.0491	25	44	44	1	2021
813	nai salt	-0.3559	0.0482	25	44	44	1	2021
814	nano chlorophyll dye	-1.4945	-0.0744	14	51	51	1	2022
815	nano chlorophyll sensitiser	-1.4946	-0.0749	14	51	51	1	2022
816	nano particles size modification	-1.4941	-0.0759	14	51	51	1	2022
817	nano sized titanium dioxide	-0.0656	-0.1513	21	56	56	1	2015
818	nanocellulose material	0.4561	-0.6918	19	43	43	1	2016
819	nanocellulose substrate	0.4555	-0.6917	19	43	43	1	2016
820	nanocellulose substrates cnc	0.4559	-0.692	19	43	43	1	2016
821	nanocomposite	0.0942	-0.3169	7	131	133	2	2019
822	nanocomposite additive	0.6096	0.2481	26	51	51	1	2022
823	nanocomposite ionogel	0.1001	-0.4056	7	72	72	1	2014
824	nanocrystalline cellulose	0.4553	-0.6912	19	43	43	1	2016
825	nanofibrillated cellulose	0.4555	-0.692	19	43	43	1	2016
826	nanofibrous membrane	-0.0955	-0.7447	23	40	40	1	2022
827	nanofiller	-0.066	-0.1516	21	56	56	1	2015
828	nanomaterial filler	-0.0658	-0.1497	21	56	56	1	2015
829	nanoparticle	-0.1235	-0.3762	7	116	118	2	2019
830	natural bb dye	0.3543	0.4232	13	69	69	1	2021
831	natural biopolymer	-0.5203	-0.5555	1	37	37	1	2022
832	natural dye	0.3538	0.4265	13	69	69	1	2021
833	natural element	-1.4935	-0.0744	14	51	51	1	2022
834	natural photosensitizer	-0.3963	-0.5999	17	51	51	1	2020
835	natural pigment anthocyanin	-1.0744	0.248	20	39	39	1	2022
836	natural polymer	0.149	-0.2925	5	53	53	1	2021
837	natural polysaccharide	-0.1815	0.1723	4	20	20	1	2015
838	nature	-0.5206	-0.5557	1	37	37	1	2022
839	negative shift	0.7734	0.6978	6	83	83	1	2022
840	new	-0.3757	0.1943	3	27	27	1	2014
841	new aqueous gel electrolyte material	0.6101	0.2495	26	51	51	1	2022
842	new biodegradable polymer electrolyte	-0.3755	0.1944	3	27	27	1	2014
843	new biopolymer electrolyte	-0.5268	-0.182	1	90	95	2	2014
844	new biopolymer electrolyte membrane	-0.2251	-0.1744	2	32	32	1	2010
845	new dssc structure	0.0875	-0.211	22	61	61	1	2024
846	new eco friendly dye sensitized solar cell	0.3532	0.4258	13	69	69	1	2021
847	new natural sensitizer	0.355	0.4241	13	69	69	1	2021
848	new polymer electrolyte	-0.5208	-0.5562	1	37	37	1	2022
849	new source	-0.0643	-0.15	21	56	56	1	2015
850	new starch	0.059	-0.0268	27	49	49	1	2017
851	nfc	0.4554	-0.6907	19	43	43	1	2016
852	nfc substrate	0.4564	-0.6919	19	43	43	1	2016
853	nh position	0.7711	0.695	6	83	83	1	2022
854	nh4i biopolymer electrolyte	-0.1514	-0.3864	5	25	25	1	2019
855	nh4i salt	-0.1512	-0.3868	5	25	25	1	2019
856	nitrogen nucleophile	-0.1445	-0.8002	8	36	36	1	2023
857	nn dimethyl n	-0.5697	-0.3926	1	41	41	1	2022
858	nn diphenylaniline	0.8508	0.0918	10	57	57	1	2021
859	nonrenewable energy source	-0.0979	-0.9919	8	45	45	1	2020
860	nontoxicity	-0.521	-0.556	1	37	37	1	2022
861	novel attempt	-0.0449	-0.3747	5	42	42	1	2021
862	novel biopolymer gel electrolyte	-0.3773	0.1235	3	33	33	1	2013
863	novel caf1 biopolymer	2.7008	-0.4826	11	52	52	1	2018
864	novel chitosan biopolymer	-0.1452	-0.8	8	36	36	1	2023
865	novel cobalt	0.7705	0.6974	6	83	83	1	2022
866	novel electrolyte material	0.611	0.2486	26	51	51	1	2022
867	novel inorganic additive	0.6093	0.249	26	51	51	1	2022
868	number	-0.5638	-0.3285	1	93	103	2	2015.5
869	oat bread	-0.4146	1.358	16	44	44	1	2014
870	oat flour bread	-0.4137	1.3584	16	44	44	1	2014
871	oat flour water sample	-0.4139	1.3582	16	44	44	1	2014
872	occurrence	-0.5701	-0.3931	1	41	41	1	2022
873	ongoing extensive research area	-1.0741	0.2484	20	39	39	1	2022
874	open circuit voltage	-0.2168	0.0295	25	222	275	6	2018.6667
875	optical microscopy affirm	-0.472	0.2246	3	59	73	2	2015
876	optical property	-1.0748	0.2482	20	39	39	1	2022
877	optical study	-0.5584	0.13	2	35	35	1	2023
878	optimal value	0.0873	-0.2102	22	61	61	1	2024
