id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
437	counter electrode conductive layer	-0.6322	-0.2206	4	29	116	8	2015.875
438	counter electrode substrate	-0.6329	-0.0207	20	71	175	10	2011.3
439	counter ion	0.2349	0.6944	3	54	137	7	2014.1429
440	counter substrate	-0.9729	-0.2121	26	32	237	19	2010.8947
441	counterion	0.3823	0.7122	3	37	152	7	2017.1429
442	couple	-0.2543	0.0991	1	47	67	4	2012.5
443	covalent coupling	1.2367	0.1763	21	27	77	3	2011.3333
444	cover	-0.3534	-0.2388	1	60	111	11	2015.3636
445	cross section	-0.5583	-0.2262	4	40	97	8	2012.625
446	crosslinking bond	0.3832	-0.0748	9	15	75	5	2009.6
447	crystal precursor solution	-1.1713	-0.3347	36	25	72	3	2015.6667
448	crystalline	-0.0657	-0.4373	24	48	110	8	2014.75
449	crystalline mesoporous titanium dioxide	0.6008	0.8438	8	7	21	3	2012.6667
450	crystalline nanowire	-1.1712	-0.3347	36	25	72	3	2015.6667
451	crystallinity	-0.2746	0.8449	16	40	117	3	2011.3333
452	csr	1.2368	0.1762	21	27	77	3	2011.3333
453	cu layer	-0.0232	-0.3195	14	16	64	4	2016.25
454	current characteristic	-0.189	-0.7751	1	25	99	4	2015.25
455	current collecting electrode	-0.3506	-0.1697	28	29	35	3	2012
456	current collecting layer	-0.9063	-0.1432	17	12	48	4	2011
457	current collector	-0.068	-0.2005	1	38	48	4	2010.75
458	current conversion efficiency	0.4094	-0.4319	40	12	84	7	2012.4286
459	current density	-0.4489	0.1877	15	53	101	5	2014.6
460	current efficiency	1.2922	0.714	30	66	498	13	2017
461	current potential profile	-0.9643	-0.7436	41	24	96	4	2008.25
462	cut region	-0.5784	-0.4976	36	10	30	3	2018.6667
463	cyano	0.8517	0.3432	35	47	170	8	2010.75
464	cyano group	0.9955	0.6301	30	96	600	18	2017.9444
465	cyanoacrylic acid	0.5381	-0.0246	8	33	69	4	2009.5
466	cyclic group	0.1002	0.5354	3	27	107	4	2016
467	cyclic group bind	0.1005	0.5352	3	27	107	4	2016
468	cycloaliphatic group	0.6155	0.5283	2	25	75	3	2012.6667
469	cycloalkyl group	0.6038	0.4356	2	61	146	7	2011.1429
470	d sp1 ch sp2 acc	1.1444	0.2995	7	26	156	6	2009.5
471	damage	-0.3223	-0.1139	1	28	49	3	2013
472	data	-0.3125	-0.5238	1	28	42	3	2015
473	decrease	0.0801	-0.1734	31	109	241	12	2014.1667
474	deformation	-0.1189	-0.2995	1	43	77	3	2011.3333
475	degree	0.0116	-0.0239	1	92	154	10	2011.6
476	delivery	0.5327	0.0657	22	38	63	4	2010
477	deposit	-0.1603	0.1677	8	19	32	3	2015
478	deposition	-0.1913	-0.0352	20	122	254	20	2012.55
479	depth	-1.0907	-0.3144	36	45	92	4	2015.5
480	derivative	0.3063	-0.0078	20	242	579	42	2014.2143
481	description	0.9557	0.2319	7	83	386	19	2014.6842
482	detector	-0.554	-0.8851	18	48	304	18	2016.9444
483	detector device	-0.5386	-0.8747	18	9	27	3	2016.3333
484	deterioration	-0.2378	-0.135	28	73	122	9	2013.2222
485	device	0.442	-0.2186	13	734	4843	291	2016.0997
486	device performance	0.6835	0.1319	22	17	84	5	2019
487	device substrate	-0.0759	-1.0699	33	37	148	4	2015.75
488	diagonal length	-0.3879	-0.4743	29	14	56	4	2014.5
489	diameter	-0.2642	0.1845	5	41	95	8	2013.75
490	diameter standard deviation	-0.2801	-0.2875	4	18	60	4	2017
491	difference	-0.0581	-0.075	1	72	151	10	2012.8
492	diffusion	-0.0767	-0.2139	14	42	102	5	2008.2
493	dihydridodicyanoborate anion	0.6792	0.3013	34	15	120	8	2012.5
494	diketopyrrolopyrole	1.6185	0.6027	7	12	70	6	2015.6667
495	dimension	-0.2456	-0.4386	18	67	89	5	2011.4
496	dimensional array	-0.0762	-1.0698	33	37	148	4	2015.75
497	dimensional coordinate	-0.554	-0.8381	18	17	51	3	2017
498	dimensional dye sensitized solar cell	-0.0097	0.0791	5	14	42	3	2012.6667
499	dimensional monolayer thin film	-0.0416	0.5234	8	16	60	4	2018.75
500	dimensional nanoparticle	0.1061	-0.3278	1	16	64	4	2014
501	dimensional nanostructured electrode	-0.0097	0.079	5	14	42	3	2012.6667
502	dimensional pattern	-0.1036	0.1867	8	16	34	4	2014.25
503	dimensional structure	0.0017	0.0296	5	64	114	7	2013.2857
504	dimethylammonium	1.1771	0.5003	22	28	139	5	2019.2
505	diode	1.192	-0.3749	13	187	1911	90	2018.2444
506	dione	2.5926	-0.6189	13	18	108	6	2017.5
507	diphenylamine	0.5451	0.1408	8	8	32	4	2017.5
508	direct charge separation	-1.1334	1.4338	12	32	96	3	2018
509	direction	-0.6178	-0.1982	26	136	443	35	2011.3143
510	disadvantage	-0.6788	0.2421	15	19	55	3	2013.3333
511	disclosure	-0.1653	-0.3278	17	71	162	11	2015.5455
512	dislocation	-0.0951	-0.1621	1	28	38	3	2012.6667
513	dispersibility	0.622	0.2769	35	83	215	12	2011.0833
514	dispersion	-1.048	0.5259	39	148	414	23	2012.6957
515	dispersion liquid	-0.4346	-0.2667	25	27	56	4	2009.25
516	dispersion medium	-0.3373	-0.0629	11	33	45	4	2013.25
517	dispersion property	0.1402	-0.4676	6	17	51	3	2010
518	dispersion solution	-0.1363	0.2089	6	38	85	4	2015.75
519	display	-0.21	-0.0456	14	67	104	10	2013.4
520	display device	-0.2701	-0.0844	10	43	80	8	2014.75
521	display surface	-0.6535	-0.2111	26	31	67	6	2014.3333
522	display unit	-0.7561	-0.2131	26	11	33	3	2012.3333
523	distance	-0.2578	-0.1898	1	69	131	10	2010.6
524	distillation	-1.6078	-1.3561	15	33	198	6	2013.6667
525	distillation liquid	-1.609	-1.3566	15	33	198	6	2013.6667
526	distillation product	-1.6085	-1.3563	15	33	198	6	2013.6667
527	distilled water	-1.6089	-1.3572	15	33	198	6	2013.6667
528	divalent aliphatic hydrocarbon group	0.561	0.4283	2	30	73	3	2016.6667
529	divalent aromatic group	0.5608	0.4285	2	30	73	3	2016.6667
530	divalent metal cation	1.1785	0.5009	22	28	139	5	2019.2
531	diyl	2.6225	-0.6894	13	18	288	16	2019.9375
532	doctor blade	-0.2494	-0.0949	1	28	49	3	2015.6667
533	donor	1.0186	0.5057	30	119	611	21	2015.1429
534	donor acceptor	0.2749	-0.1506	25	20	60	3	2013.3333
535	donor group	1.1444	0.2996	7	26	156	6	2009.5
536	donor unit	0.2745	-0.151	25	20	60	3	2013.3333
537	dopant	0.2237	0.0194	23	75	186	10	2014.6
538	dopant ion species	-0.8597	0.2045	39	19	57	3	2012.3333
539	doping	2.1299	-0.1384	43	17	80	5	2016.2
540	doping agent	-0.8598	0.2047	39	19	57	3	2012.3333
541	double bond	0.4485	0.3155	3	55	160	10	2013.6
542	double sided solar cell assembly	-0.986	0.9458	32	7	19	3	2021.6667
543	dpp moiety	1.6185	0.6028	7	12	70	6	2015.6667
544	drug delivery device	0.6299	0.0723	22	12	36	3	2009.3333
545	dry mixing	-0.2204	-0.318	17	17	46	3	2006.6667
546	dsc	-0.179	0.0273	26	157	585	38	2014.0789
547	dssc	0.0534	-0.0042	5	405	1252	99	2012.6162
548	dssc device	0.0268	0.0564	1	43	47	3	2013
549	dssc solar cell	0.1343	-0.1312	9	32	51	3	2011.6667
550	dsscs	0.1406	-0.2282	31	55	141	8	2014.25
551	durability	-0.1658	-0.1233	31	104	229	16	2011.875
552	dye	0.035	-0.0008	4	1107	6992	459	2012.6471
553	dye absorbed porous layer	-1.1992	0.4021	32	12	33	3	2006.6667
554	dye adsorbed	-0.2531	-0.0469	10	47	77	3	2008
555	dye adsorbed electrode	0.2702	0.5171	3	31	57	3	2015.3333
556	dye adsorbed semiconductor fine particle	0.2658	0.636	3	17	47	3	2014.3333
557	dye adsorbed thereon	-0.3863	-0.105	19	57	83	6	2007.1667
558	dye adsorption	-0.2502	-0.0417	4	65	136	7	2013.1429
559	dye adsorption process	-0.238	-0.4199	17	36	103	5	2013.6
560	dye composition	0.1864	0.2905	3	23	45	4	2017.25
561	dye compound	0.5133	0.1142	8	84	255	24	2011.7917
562	dye comprise	1.4415	0.7799	30	52	482	12	2017.5833
563	dye layer	0.091	0.0538	25	71	179	19	2011.7368
564	dye material	-0.1492	-0.0145	1	49	101	8	2013.5
565	dye molecule	-0.1847	0.085	11	153	484	32	2013.4375
566	dye molecule absorption	-0.2746	0.8447	16	40	117	3	2011.3333
567	dye oxide interface	-1.0286	1.1669	12	31	93	3	2017
568	dye sensitised solar cell	-0.0793	-0.0513	1	29	31	3	2016.3333
569	dye sensitive solar cell	0.468	0.1984	30	102	167	9	2014.1111
570	dye sensitization	0.0128	-0.1051	1	15	22	3	2012.3333
571	dye sensitization solar cell	-0.2089	-0.0696	10	37	41	3	2010.6667
572	dye sensitized active layer	0.933	0.0393	35	19	86	5	2020.6
573	dye sensitized cell	-0.118	-0.0662	14	10	30	3	2011.3333
574	dye sensitized fuel cell	0.4969	0.2393	23	9	27	3	2011.6667
575	dye sensitized metal oxide semiconductor electrode	-0.0104	0.1901	28	32	47	3	2009
576	dye sensitized photoelectric transformation element	0.7322	0.2244	42	10	51	9	2016.5556
577	dye sensitized photoelectrode	-0.9863	0.9455	32	7	19	3	2021.6667
578	dye sensitized photoelectrosynthesis cell	-1.029	1.1664	12	31	93	3	2017
579	dye sensitized photovoltaic device	0.2541	0.1729	34	32	48	3	2009.6667
580	dye sensitized semiconductor electrode	-0.092	0.0073	10	49	69	5	2006.8
581	dye sensitized solar cell	-0.0169	0.0115	9	1713	14506	1054	2012.8349
582	dye sensitized solar cell comprising	0.0153	-0.0348	2	99	229	17	2010.6471
583	dye sensitized solar cell device	-0.2541	0.1365	9	51	126	7	2012.7143
584	dye sensitized solar cell electrode	-0.5345	-0.0422	17	54	154	11	2011
585	dye sensitized solar cell element	-0.9385	0.1807	32	55	124	10	2015.9
586	dye sensitized solar cell fabrication method	-0.1628	1.361	24	8	23	3	2012
587	dye sensitized solar cell module	-0.611	-0.2602	4	225	980	64	2013.3281
588	dye sensitized solar cell module comprising	-0.3408	-0.0612	4	22	43	3	2011.6667
589	dye sensitized solar cell production method	-0.3232	-0.2562	4	15	45	3	2021.6667
590	dye sensitized solar cell unit	-0.5589	-0.1069	27	72	182	10	2014.6
591	dye sensitized solar cells	-0.044	-0.0675	1	102	174	10	2011.7
592	dye sensitizer	0.5178	0.311	2	59	85	7	2009.7143
593	dye sensitizing agent	-0.3864	-0.2132	4	26	105	8	2017.125
594	dye sensitizing solar cell	-0.5651	-0.147	20	55	157	12	2006.8333
595	dye solution	0.0569	0.1971	3	209	743	36	2015.3611
596	dye solution monitoring device	-0.2747	-0.481	17	25	75	3	2013
597	dye supply device	-0.2746	-0.4819	17	25	75	3	2013
598	dye synthesis cost	0.4912	-0.0495	8	26	56	3	2009
599	dye tank	-0.1983	-0.1121	1	34	59	3	2012.6667
600	dye thereon	-0.0512	0.2183	24	32	67	4	2010.25
601	dyes	0.5382	0.0493	20	61	100	9	2015.8889
602	edge	-0.6977	-0.2345	26	60	155	12	2012.75
603	edges	-0.8802	-0.3571	26	16	60	4	2015.25
604	edot monomer vapour	0.526	-0.6861	40	16	76	5	2020.8
605	educt	2.556	-0.6343	13	49	1086	55	2019.8364
606	effect	-0.1906	-0.0489	10	163	295	18	2014.5556
607	effective area	-0.3934	-0.1898	14	36	91	4	2009.25
608	efficiency	-0.0527	-0.1371	1	407	1253	88	2013.0682
609	efficiency perovskite	0.5393	0.1595	8	16	48	3	2019.6667
610	efficient dye sensitized solar cell	0.1513	0.3203	16	109	212	12	2012.3333
611	efficient nanoporous electrode	-0.7571	0.1348	11	17	51	3	2008.6667
612	efficient way	-0.5546	-0.8382	18	17	51	3	2017
613	electric double layer capacitor	-0.2673	0.009	25	41	68	5	2011
614	electric element	-0.3269	-0.163	24	12	30	4	2010
615	electric energy	-0.2741	-0.3143	1	106	245	19	2012.6842
616	electric energy conversion device	0.1062	-0.3281	1	16	64	4	2014
617	electric field	-0.0977	-0.0012	5	27	42	3	2011.6667
618	electric power	-0.3074	-0.2713	1	81	172	11	2015.2727
619	electrical conduction	-0.9064	-0.1432	17	12	48	4	2011
620	electrical conductivity	-0.1465	0.0779	28	57	101	8	2011.25
621	electrical connector	-0.4241	-0.5309	10	18	70	5	2019.8
622	electrical contact	-0.602	0.0899	11	59	190	11	2014.8182
623	electrical device	-0.1873	-0.2483	20	20	31	3	2013
624	electrical energy	-0.2045	-0.1509	1	88	153	11	2014.8182
625	electrical interface	-0.3338	-0.9165	18	23	67	3	2015
626	electrical power	-0.8219	-0.3934	19	37	86	6	2018.1667
627	electrically	-0.2346	0.0258	25	36	63	4	2009
628	electrically conductive glass	-0.0858	-0.2278	14	25	84	4	2008
629	electricity	-0.8753	-0.4212	15	186	578	33	2013.6364
630	electricity conversion	0.3542	-1.0983	38	28	84	3	2011.6667
631	electricity conversion efficiency	0.333	-1.0371	38	39	108	5	2012
632	electricity storage function	-0.3399	0.2576	6	19	131	7	2016.7143
633	electro optical device	-0.1604	0.5131	34	7	18	3	2012
634	electrochemical active material	-0.041	0.5233	8	16	60	4	2018.75
635	electrochemical cell	0.0489	1.0696	8	16	24	4	2010.75
636	electrochemical device	0.3012	0.5409	8	90	213	20	2015.95
637	electrochemical reduction catalyst layer	-0.3862	-0.2137	4	26	105	8	2017.125
638	electrochemical sensor	0.6535	0.2883	34	22	188	12	2012.8333
639	electrochemical stability	0.282	0.015	21	24	50	4	2009.75
640	electrochromic device	0.2605	-0.1478	25	27	70	4	2014
641	electrochromic display	0.4739	-0.4141	37	46	212	8	2013.125
642	electroconductive polymer	0.0241	0.3767	28	22	64	3	2011.3333
643	electroconductive polymer electrode	0.0241	0.3765	28	22	64	3	2011.3333
644	electroconductivity	0.0148	0.3411	28	37	80	4	2012
645	electrode	-0.1468	-0.1234	4	835	4174	285	2013.2772
646	electrode body	0.3283	0.1431	23	19	93	5	2014.6
647	electrode layer	-0.0209	0.0111	2	102	276	20	2013.95
648	electrode material	-0.231	-0.2547	4	44	80	7	2012.7143
649	electrode material layer	-0.4397	-0.1797	4	29	75	5	2013
650	electrode structure	-0.272	-0.0139	25	35	90	11	2012.3636
651	electrode substrate	-0.2274	0.0032	28	206	562	34	2011.4412
652	electrodes	-0.2144	0.1109	25	70	86	7	2010.5714
653	electrolysis potential	-0.9649	-0.7432	41	24	96	4	2008.25
654	electrolysis solution	0.2245	0.1469	34	34	55	3	2014.3333
655	electrolyte	-0.1671	-0.0662	3	845	4260	290	2012.9345
656	electrolyte composition	0.2045	0.0729	9	161	380	34	2010.7059
657	electrolyte fill	0.2798	-0.4078	21	15	105	7	2013.4286
658	electrolyte formulation	0.6526	0.2858	34	28	199	13	2012.9231
659	electrolyte injection hole	-0.8805	-0.3565	26	16	60	4	2015.25
660	electrolyte injection port	-0.8805	-0.3566	26	16	60	4	2015.25
661	electrolyte layer	-0.1077	-0.2736	4	294	1059	67	2012.9851
662	electrolyte polymer layer	-0.8597	0.2045	39	19	57	3	2012.3333
663	electrolyte solution	0.0058	-0.1241	9	182	434	32	2011.9375
664	electrolyte system	0.052	1.0998	8	4	12	3	2012
665	electrolytic composition	0.2375	0.021	9	22	48	4	2009.75
666	electrolytic deposition	-0.9652	-0.743	41	24	96	4	2008.25
667	electrolytic deposition process	-0.9649	-0.7432	41	24	96	4	2008.25
668	electrolytic salt	0.52	0.5886	2	48	259	8	2016
669	electrolytic solution	-0.5545	-0.1121	40	141	943	55	2011.7273
670	electron	0.2946	0.2595	27	318	1420	73	2014.4247
671	electron acceptor	1.6531	-0.342	13	90	1058	51	2018.2549
672	electron acceptor group	1.1575	0.5999	30	77	564	21	2016
673	electron acceptor unit	0.5438	0.2398	42	21	63	7	2014.7143
674	electron deficient acceptor moiety	0.9328	0.0392	35	19	86	5	2020.6
675	electron donor	1.9663	-0.4518	13	71	1030	49	2018.5102
676	electron donor group	0.7338	0.2283	42	25	62	7	2014.2857
677	electron donor unit	0.534	0.2396	42	17	57	6	2014
678	electron injection	1.1275	0.5893	30	81	540	14	2017.2143
679	electron rich donor moiety	0.9322	0.0388	35	19	86	5	2020.6
680	electron transfer	-0.9096	0.9714	12	50	137	5	2012.6
681	electron transfer dynamic	-1.0292	1.1665	12	31	93	3	2017
682	electron transfer layer	-0.4525	0.2425	12	39	62	3	2007.3333
683	electron transfer mediator	0.0584	0.74	34	10	26	3	2004.3333
684	electron transfer rate	-1.0284	1.1661	12	31	93	3	2017
685	electron transport component	0.4646	-0.4201	25	12	36	3	2011.3333
686	electron transport layer	0.2105	-0.2011	5	30	33	3	2017.3333
687	electronic apparatus	-0.1218	-0.1042	1	50	74	6	2016.6667
688	electronic component	-0.19	-0.2565	10	26	38	4	2013
689	electronic device	0.1228	-0.182	23	230	779	73	2015.0137
690	electronic device comprising dye	1.1763	0.0562	34	6	18	3	2019.6667
691	electronic device incorporating	-0.5534	-0.3944	25	6	24	4	2007
692	electronic devices comprising	2.4264	-0.6458	13	14	84	6	2019.3333
693	electronic property	0.042	-0.1302	1	37	57	5	2014.8
694	electrophoresis	0.0487	-0.2204	37	33	61	4	2013.75
695	electrophoretic deposition	-0.6937	0.1113	11	26	61	4	2009.75
696	electrophotographic device	0.4647	-0.4201	25	12	36	3	2011.3333
697	electrospinning method	-0.2645	0.1748	9	22	55	3	2012.6667
698	element	-0.0464	0.0091	8	223	664	53	2012.2264
699	element m	0.611	0.0595	20	10	27	3	2012.6667
700	elution	0.8045	-0.5662	29	21	137	7	2014.4286
701	embodiment	-0.3058	-0.0321	36	330	803	55	2013.7273
702	emission	-0.9615	1.0524	12	49	111	4	2015.5
703	emission characteristic	0.0366	0.2513	23	29	87	3	2016.6667
704	employing lithium	-0.2744	0.8448	16	40	117	3	2011.3333
705	enamine derivative	0.5393	0.1595	8	16	48	3	2019.6667
706	enamine group	0.5393	0.16	8	16	48	3	2019.6667
707	encapsulant composition	-0.2307	-0.3155	29	35	89	5	2017
708	encapsulant layer	-0.2109	-0.3171	29	44	113	7	2014.8571
709	encapsulated plurality	-1.1409	0.8363	32	18	53	3	2014.3333
710	encapsulation	-0.2331	-0.2437	1	64	119	7	2013.7143
711	end	0.242	-0.0546	7	154	1126	64	2011.0312
712	energy	-0.097	-0.1272	1	161	286	23	2013.913
713	energy consumption	-0.235	-0.5087	1	25	66	5	2015.2
714	energy conversion efficiency	-0.1716	-0.0051	9	152	384	27	2010.2963
715	energy harvester	-0.9299	-0.4196	19	19	57	3	2020.6667
716	energy harvesting component	-0.3596	-0.5874	1	5	11	3	2014
717	energy harvesting section	-0.9301	-0.4199	19	19	57	3	2020.6667
718	energy level	-0.0957	-0.5416	1	62	182	10	2013.9
719	enhanced efficiency	-0.208	-0.2141	1	22	44	4	2013
720	enhanced photoelectric conversion efficiency	-1.1994	0.4022	32	12	33	3	2006.6667
721	enolamine	-2.2899	1.1931	39	19	95	5	2016.8
722	enolester	-2.29	1.1934	39	19	95	5	2016.8
723	enolether	-2.2905	1.1922	39	19	95	5	2016.8
724	ensemble	-1.1705	-0.3348	36	25	72	3	2015.6667
725	entire perimeter	-0.2541	-0.2948	1	30	71	3	2016
726	entire process	-0.2446	0.1726	9	32	70	4	2012.75
727	entire surface	-0.012	-0.0404	8	26	48	5	2014.2
728	environment	-0.18	-0.4549	1	119	265	14	2013.7143
729	environment friendly led luminaire	-0.2526	-0.5323	1	14	53	4	2014
730	epd	-0.7567	0.1345	11	17	51	3	2008.6667
731	equivalent sun	-1.1333	1.4331	12	32	96	3	2018
732	ester	0.5454	0.5468	2	80	291	12	2013.75
733	esterified product	0.3785	0.7594	3	24	72	3	2017
734	etc	0.821	0.3563	35	57	175	8	2010.75
735	etching	-0.0233	-0.0975	1	20	32	3	2014
736	ethanol	-1.1506	-1.0029	15	82	290	10	2014
737	ethenylene group	0.6359	0.41	3	15	60	4	2013.5
738	ether bond	0.5402	0.6883	2	12	36	3	2021.6667
739	ethyl	0.2345	-0.2148	31	32	96	3	2017
740	ethyl ammonium	1.178	0.5003	22	28	139	5	2019.2
741	ethylene octene copolymer	-0.6526	-0.2386	19	13	51	4	2014
742	ethylene vinyl acetate	-1.1428	0.8365	32	18	66	4	2014.75
743	ethylene vinyl acetate copolymer	-0.6525	-0.2386	19	13	51	4	2014
744	ethynyl bridge	0.5876	0.26	42	10	27	3	2016.3333
745	ethynyl group	0.0939	0.4064	34	21	63	3	2010.6667
746	ethynylene group	0.6358	0.4099	3	15	60	4	2013.5
747	eutectic melt	0.7499	-0.2929	21	12	48	4	2013.75
748	evaluation device	-0.5585	-0.8901	18	43	284	16	2016.875
749	event	-0.5857	-0.9434	18	22	154	7	2016.5714
750	example	0.5421	0.0874	22	305	949	54	2013.3704
751	example embodiment	-1.4472	0.1483	44	16	32	4	2012.75
752	excellent conversion efficiency	-0.0451	0.3215	28	52	116	6	2012.8333
753	excellent durability	-0.0964	-0.0868	42	48	99	8	2012.25
754	excellent dye replacement property	-0.9218	-0.7077	41	34	129	6	2008.1667
755	excellent electricity storage function	-0.3402	0.2577	6	19	131	7	2016.7143
756	excellent heat resistance	0.3281	0.1425	23	19	93	5	2014.6
757	excellent ion transport number	0.4249	0.8061	16	21	103	5	2014.8
758	excellent photoelectric conversion efficiency	-0.0389	0.054	11	90	175	14	2011.5
759	excellent portability	-0.9299	-0.4196	19	19	57	3	2020.6667
760	excellent transport number	0.4252	0.8065	16	21	103	5	2014.8
761	excitation energies	1.4408	0.7794	30	52	482	12	2017.5833
762	exemplary dye	0.1951	0.7806	3	19	57	3	2012.3333
763	exhibit	-0.0743	-0.1189	11	73	125	8	2013.625
764	exhibits excellent stability	0.0363	0.2511	23	29	87	3	2016.6667
765	expensive column	0.4911	-0.0495	8	26	56	3	2009
766	expensive dye	-0.2745	-0.481	17	25	75	3	2013
767	exponential decrease	-1.0278	1.1667	12	31	93	3	2017
768	extended non linear acene derivative	2.2942	-0.6013	13	8	24	3	2017.3333
769	external device	-0.9299	-0.4196	19	19	57	3	2020.6667
770	external disturbance	0.0368	0.2519	23	29	87	3	2016.6667
771	external electrode	-0.4499	0.0531	15	30	51	3	2013
772	external environment	-0.7763	-0.3222	19	48	144	9	2015.4444
773	external lead	-0.8694	-0.3754	40	26	684	38	2011.0526
774	extraction	0.067	-0.1599	1	47	78	6	2014.3333
775	fabricating method	-0.3745	-0.1829	14	15	24	3	2012
776	fabricating photo electrode	-0.5756	0.2605	11	18	54	3	2012.3333
777	fabrication	0.4195	0.1498	22	248	588	33	2013.7576
778	fabrication method	-0.8481	0.4577	32	90	223	16	2011.625
779	fabrication parameter	-0.0771	-1.0702	33	37	148	4	2015.75
780	face	-0.4415	-0.2281	1	79	170	13	2011.3077
781	face side	-0.512	-0.2006	4	30	77	5	2015.6
782	fast electron mobility	-0.5752	0.2602	11	18	54	3	2012.3333
783	favorable facet	-0.2741	0.8447	16	40	117	3	2011.3333
784	feature	-0.1574	0.2087	8	25	35	4	2016
785	ferrocene	0.2709	0.2434	42	31	64	4	2007.5
786	fet	0.5226	0.1474	8	28	66	4	2017.75
787	fiber	-0.1607	-0.0103	1	113	233	19	2014
788	field	0.0786	-0.0637	1	96	201	18	2014.1111
789	field effect transistor	0.5226	0.1472	8	28	66	4	2017.75
790	filamentous conductive substrate	0.185	-0.3901	21	26	135	9	2012.5556
791	fill factor	0.0304	-0.0847	31	15	45	3	2013.6667
792	film	-0.1938	0.1115	38	555	1860	113	2012.469
793	fine oxide film	-0.0861	-0.2274	14	25	84	4	2008
794	fine particle	-0.2899	0.0648	17	58	142	7	2007.8571
795	fine particle layer	-0.5264	-0.1149	19	19	89	5	2012.6
796	first	-0.9038	-0.3328	19	24	120	5	2013
797	first back electrode	-0.3881	-0.1892	14	27	81	3	2008.3333
798	first conducting layer	-0.5687	0.0433	27	34	167	9	2017.3333
799	first conductive layer	-0.3896	-0.0198	1	61	158	10	2013.6
800	first dye	0.0395	-0.0149	4	43	47	3	2012
801	first electrode	-0.5446	-0.0248	32	241	932	67	2013.4627
802	first electrode layer	-0.2076	-0.1066	10	51	83	6	2012
803	first functional group	0.0939	0.4059	34	21	63	3	2010.6667
804	first layer	-0.3586	-0.0155	20	23	60	5	2013.4
805	first light	-0.3964	-0.5211	4	37	99	6	2016.8333
806	first material	0.0566	-0.1534	1	19	39	4	2013.25
807	first metal layer	-1.096	0.2148	32	13	39	3	2014.6667
808	first metal layer opposite	-1.0959	0.2148	32	13	39	3	2014.6667
809	first organic material	-0.2531	-0.3461	29	22	66	3	2017
810	first panel	-0.334	-0.9165	18	23	67	3	2015
811	first panel ssdsc cell	-0.3339	-0.9165	18	23	67	3	2015
812	first period	-0.3206	0.6715	5	23	106	5	2017.4
813	first photoelectric conversion unit	-0.7562	-0.2124	26	11	33	3	2012.3333
814	first plurality	-0.3338	-0.9168	18	23	67	3	2015
815	first polymer	0.3094	0.0237	9	18	40	4	2006.5
816	first pore	-0.0511	-0.1449	1	19	28	3	2012.6667
817	first porous conducting layer	-0.8048	-0.1607	27	20	76	4	2017
818	first porous layer	-0.7408	-0.0008	26	29	106	7	2016.4286
819	first row transition metal	0.4679	0.4096	3	22	66	3	2014.3333
820	first sheet	-0.4127	-0.3032	19	13	46	4	2012.75
821	first solar cell	-0.3689	0.0649	1	35	72	5	2015
822	first solution	-0.1797	-0.0285	1	23	38	3	2009.6667
823	first substrate	-0.3935	-0.1085	10	123	278	24	2011.4583
824	first substrate top surface	-0.3339	-0.9166	18	23	67	3	2015
825	first surface	-0.7563	-0.1266	26	71	231	15	2015.4667
826	first temperature	-0.3207	0.6714	5	23	106	5	2017.4
827	first transparent substrate	-0.422	-0.1982	10	55	100	8	2014.125
828	first wavelength	-0.0231	-0.1549	4	24	54	3	2014
829	flake	-0.0417	-0.5242	24	9	38	5	2016.2
830	flame	0.355	-1.0987	38	28	84	3	2011.6667
831	flame aerosol reactor	0.3551	-1.0983	38	28	84	3	2011.6667
832	flat plate	-0.9302	-0.4196	19	19	57	3	2020.6667
833	flat plate part	-0.9302	-0.42	19	19	57	3	2020.6667
834	flection point	-0.9651	-0.7432	41	24	96	4	2008.25
835	flexible dye sensitized solar cell	-0.2035	-0.1104	11	113	257	17	2012.0588
836	flexible electrode	-0.2937	0.0465	11	51	92	6	2011.8333
837	flexible mesoscopic optoelectronic device	-0.0764	-1.0703	33	37	148	4	2015.75
838	flexible photoelectrode	-0.299	0.0554	11	27	52	3	2013.3333
839	flexible plastic substrate	0.0015	-0.1687	9	11	49	5	2009
840	flexible solar cell	-0.1969	-0.0734	21	42	78	5	2010.2
841	flexible substrate	-0.1382	-0.0518	11	71	107	8	2011.875
842	flexible ti inzn o transparent electrode	-0.5397	0.2489	11	17	66	4	2016.75
843	flexible transparent electrode	-0.5397	0.2489	11	17	66	4	2016.75
844	flexible transparent substrate	-0.4821	0.2041	11	32	100	6	2015.6667
845	flow	-0.313	-0.0471	4	42	77	6	2013.3333
846	fluctuation	0.0368	0.2518	23	29	87	3	2016.6667
847	fluid	-0.141	-0.0684	6	135	220	17	2013
848	fluorescent particle	0.6295	0.0721	22	12	36	3	2009.3333
849	fluorinated counteranion	0.2214	0.1482	2	11	33	3	2015.3333
850	fluorinated polycyclic unit	2.5864	-0.602	13	23	253	11	2021.0909
851	fluorinated side chain	0.2343	-0.2146	31	32	96	3	2017
852	fluorine	0.1109	0.6975	16	118	344	15	2014.3333
853	fluorine atom	0.4152	0.7538	16	40	128	8	2014.875
854	fluorine doped tin oxide	-0.0814	-0.0618	24	54	103	6	2010.6667
855	fluorine series resin	-0.3401	0.2584	6	19	131	7	2016.7143
856	fluoropolymer film	0.5342	0.6046	2	35	190	7	2016.7143
